CustomerID,PaymentType,AccountType,PaymentDate,PaymentDay,PaymentAmount,BalanceBefore,CardExpired,PreviousFailures,IsWeekend,PaymentStatus
CUST2625,Loan EMI,Salary,2025-07-18,11,102.49,139.81,1,1,FALSE,Fail
CUST3575,Utility,Current,2025-07-24,5,137.65,150.67,1,0,FALSE,Fail
CUST4919,Loan EMI,Savings,2025-07-04,12,46.85,99.06,1,2,FALSE,Fail
CUST8072,Credit Card,Savings,2025-07-18,28,56.29,171.99,0,1,FALSE,Success
CUST2127,Utility,Savings,2025-07-14,12,101.1,145.88,0,2,FALSE,Success
CUST8473,Loan EMI,Savings,2025-07-03,27,103.89,139.27,1,1,FALSE,Fail
CUST2702,Credit Card,Current,2025-07-25,22,80.93,123.39,1,1,FALSE,Fail
CUST9955,Utility,Salary,2025-07-19,1,42.31,143.87,0,1,TRUE,Success
CUST4276,Utility,Salary,2025-07-11,17,105.15,112.53,1,2,FALSE,Fail
CUST4023,Credit Card,Salary,2025-07-24,21,67.68,135.88,0,0,FALSE,Success
CUST4238,Insurance,Salary,2025-07-25,19,106.41,154.91,0,2,FALSE,Success
CUST5678,Utility,Salary,2025-07-16,13,70.5,96.78,1,1,FALSE,Fail
CUST3210,Credit Card,Savings,2025-07-05,19,42.11,-9.89,1,1,TRUE,Fail
CUST9582,Subscription,Current,2025-07-21,12,45.26,-42.41,0,0,FALSE,Fail
CUST9826,Subscription,Current,2025-07-14,1,36.21,26.16,1,0,FALSE,Fail
CUST5833,Insurance,Salary,2025-07-04,27,124.26,194.75,0,1,FALSE,Success
CUST2531,Utility,Salary,2025-07-14,3,104.45,108.21,1,1,FALSE,Fail
CUST5066,Utility,Savings,2025-07-18,5,33.31,-28.96,1,1,FALSE,Fail
CUST9470,Subscription,Salary,2025-07-13,23,116.53,164.73,1,3,TRUE,Fail
CUST1412,Credit Card,Salary,2025-07-14,12,97.77,131.83,0,0,FALSE,Success
CUST2340,Insurance,Current,2025-07-08,3,69.33,116.98,0,0,FALSE,Success
CUST7022,Insurance,Savings,2025-07-04,18,24.21,39.29,1,0,FALSE,Fail
CUST4747,Utility,Savings,2025-07-10,1,104.13,93.26,1,1,FALSE,Fail
CUST5149,Loan EMI,Salary,2025-07-18,27,120.44,179.09,0,0,FALSE,Success
CUST7908,Credit Card,Salary,2025-07-25,18,45.53,54.3,0,0,FALSE,Success
CUST2693,Utility,Salary,2025-07-15,19,45.92,93.47,1,2,FALSE,Fail
CUST4549,Loan EMI,Current,2025-07-21,3,27.21,69.23,0,3,FALSE,Fail
CUST3224,Utility,Savings,2025-07-08,12,78.76,77.29,0,4,FALSE,Fail
CUST6776,Insurance,Savings,2025-07-26,10,89.99,45.17,1,1,TRUE,Fail
CUST3003,Insurance,Current,2025-07-20,5,66.74,124.31,1,0,TRUE,Fail
CUST6641,Subscription,Savings,2025-07-19,18,53.45,118.2,1,1,TRUE,Fail
CUST9269,Loan EMI,Salary,2025-07-26,25,54.8,88.75,1,1,TRUE,Fail
CUST9744,Loan EMI,Savings,2025-07-15,5,39.37,74.86,1,2,FALSE,Fail
CUST1024,Loan EMI,Savings,2025-07-26,11,111.74,212.91,1,1,TRUE,Fail
CUST7971,Subscription,Current,2025-07-26,18,118.78,54.51,1,2,TRUE,Fail
CUST1863,Insurance,Savings,2025-07-16,13,50.89,152.85,0,1,FALSE,Success
CUST8140,Subscription,Current,2025-07-01,16,92.07,193.49,1,0,FALSE,Fail
CUST8731,Credit Card,Savings,2025-07-14,17,41.98,26.42,1,0,FALSE,Fail
CUST2522,Insurance,Salary,2025-07-25,6,76.02,57.52,1,0,FALSE,Fail
CUST6512,Loan EMI,Salary,2025-07-05,18,56.35,111.42,1,2,TRUE,Fail
CUST3593,Loan EMI,Salary,2025-07-08,16,15.19,53.89,0,0,FALSE,Success
CUST2925,Credit Card,Current,2025-07-23,22,95.85,213.18,1,1,FALSE,Fail
CUST8692,Subscription,Current,2025-07-26,21,77.89,63.85,0,1,TRUE,Fail
CUST8201,Credit Card,Savings,2025-07-27,27,45.28,96.75,1,1,TRUE,Fail
CUST1527,Loan EMI,Salary,2025-07-08,11,122.5,127.16,0,0,FALSE,Success
CUST2338,Loan EMI,Current,2025-07-13,12,107.74,158.2,1,1,TRUE,Fail
CUST7252,Insurance,Salary,2025-07-21,1,42.23,46.41,0,4,FALSE,Fail
CUST4298,Insurance,Savings,2025-07-26,27,52.52,83.79,1,1,TRUE,Fail
CUST1177,Loan EMI,Current,2025-07-15,22,90.11,139.23,0,1,FALSE,Success
CUST7136,Loan EMI,Salary,2025-07-25,5,42.88,18.39,1,0,FALSE,Fail
CUST1336,Loan EMI,Salary,2025-07-01,1,19.91,65.31,0,1,FALSE,Success
CUST5789,Loan EMI,Current,2025-07-04,23,86.66,231.31,0,4,FALSE,Fail
CUST5403,Credit Card,Salary,2025-07-20,22,61.84,140.16,0,4,TRUE,Fail
CUST4945,Loan EMI,Salary,2025-07-07,9,69.75,51.96,1,0,FALSE,Fail
CUST9562,Loan EMI,Savings,2025-07-27,15,43.9,129.55,0,3,TRUE,Fail
CUST4146,Insurance,Current,2025-07-24,19,148.95,153.94,1,1,FALSE,Fail
CUST7440,Insurance,Salary,2025-07-06,23,-0.77,22.43,0,0,TRUE,Success
CUST6894,Loan EMI,Savings,2025-07-03,11,56.71,67.36,1,0,FALSE,Fail
CUST5619,Credit Card,Savings,2025-07-16,2,90.23,112.93,0,1,FALSE,Success
CUST2115,Credit Card,Salary,2025-07-08,10,-11.65,23.01,0,0,FALSE,Success
CUST3194,Credit Card,Current,2025-07-03,3,38.71,88.71,1,2,FALSE,Fail
CUST6537,Credit Card,Salary,2025-07-10,12,54.34,71.21,0,1,FALSE,Success
CUST5994,Insurance,Current,2025-07-11,28,58.09,57.54,1,0,FALSE,Fail
CUST9396,Loan EMI,Current,2025-07-08,3,56.6,61.48,0,1,FALSE,Success
CUST7565,Loan EMI,Current,2025-07-10,6,79.82,99.97,0,2,FALSE,Success
CUST4379,Credit Card,Savings,2025-07-08,9,89.99,224.42,1,1,FALSE,Fail
CUST8219,Loan EMI,Current,2025-07-27,9,71.14,140.61,1,0,TRUE,Fail
CUST7893,Loan EMI,Savings,2025-07-19,17,39.9,-30.2,1,3,TRUE,Fail
CUST2091,Utility,Current,2025-07-21,6,57.7,-51.85,1,0,FALSE,Fail
CUST2147,Loan EMI,Savings,2025-07-11,12,100.89,81.07,1,0,FALSE,Fail
CUST9201,Utility,Salary,2025-07-06,15,30.63,59.8,1,0,TRUE,Fail
CUST1468,Utility,Savings,2025-07-18,6,45.18,63.63,0,1,FALSE,Success
CUST9300,Loan EMI,Current,2025-07-17,1,39.21,57.21,0,0,FALSE,Success
CUST8285,Subscription,Savings,2025-07-21,7,69.81,175.4,1,1,FALSE,Fail
CUST3456,Utility,Current,2025-07-15,24,119.14,128.67,0,3,FALSE,Fail
CUST1545,Utility,Current,2025-07-14,25,56.83,168.13,0,0,FALSE,Success
CUST9701,Insurance,Current,2025-07-04,4,72.35,138.42,0,3,FALSE,Fail
CUST2703,Credit Card,Savings,2025-07-12,1,55.79,84.21,0,1,TRUE,Success
CUST4319,Utility,Salary,2025-07-10,24,77.66,183.77,0,1,FALSE,Success
CUST7769,Loan EMI,Salary,2025-07-01,19,82.11,79.37,1,0,FALSE,Fail
CUST2602,Credit Card,Salary,2025-07-13,19,34.59,6.01,1,0,TRUE,Fail
CUST1096,Credit Card,Savings,2025-07-09,9,95.41,173.3,1,0,FALSE,Fail
CUST1515,Utility,Savings,2025-07-18,22,110.57,166.52,1,0,FALSE,Fail
CUST3575,Credit Card,Salary,2025-07-07,13,93.21,178.77,1,1,FALSE,Fail
CUST3016,Credit Card,Current,2025-07-24,8,83.44,57.16,0,2,FALSE,Fail
CUST6836,Credit Card,Current,2025-07-22,4,55.69,122.08,0,2,FALSE,Success
CUST9525,Loan EMI,Current,2025-07-17,20,97.37,147.04,0,1,FALSE,Success
CUST7187,Subscription,Savings,2025-07-08,17,91.7,101.18,0,0,FALSE,Success
CUST7138,Credit Card,Salary,2025-07-21,2,43.66,-34.66,0,1,FALSE,Fail
CUST1964,Loan EMI,Salary,2025-07-18,15,68.36,74.52,1,2,FALSE,Fail
CUST6507,Loan EMI,Current,2025-07-24,26,84.12,117.41,1,2,FALSE,Fail
CUST1680,Insurance,Current,2025-07-13,7,67.54,167.91,0,3,TRUE,Fail
CUST6624,Utility,Savings,2025-07-25,16,80.43,35.59,0,2,FALSE,Fail
CUST4244,Utility,Savings,2025-07-23,18,72.17,87.88,1,2,FALSE,Fail
CUST6480,Subscription,Current,2025-07-05,28,112.15,133.21,0,2,TRUE,Success
CUST2697,Utility,Current,2025-07-05,9,18.02,41.94,1,2,TRUE,Fail
CUST3067,Credit Card,Current,2025-07-23,1,113.69,167.35,0,0,FALSE,Success
CUST9720,Credit Card,Savings,2025-07-02,10,67.49,86.51,0,0,FALSE,Success
CUST8683,Utility,Savings,2025-07-17,5,68.73,46.2,0,1,FALSE,Fail
CUST1658,Subscription,Current,2025-07-23,10,125.1,164.83,0,1,FALSE,Success
CUST8711,Utility,Current,2025-07-23,18,110.9,100.41,0,1,FALSE,Fail
CUST2308,Subscription,Savings,2025-07-24,27,51.45,103.86,0,1,FALSE,Success
CUST5067,Insurance,Current,2025-07-24,22,48.38,46.51,0,0,FALSE,Fail
CUST1724,Subscription,Current,2025-07-04,19,50.48,-34.23,0,3,FALSE,Fail
CUST8901,Credit Card,Current,2025-07-04,25,125.43,107.88,0,0,FALSE,Fail
CUST5327,Subscription,Salary,2025-07-24,5,29.23,112.36,0,1,FALSE,Success
CUST2173,Utility,Current,2025-07-05,28,58.44,206.35,1,1,TRUE,Fail
CUST8894,Credit Card,Salary,2025-07-27,17,121.26,241.56,1,1,TRUE,Fail
CUST2820,Utility,Savings,2025-07-07,13,105.72,155.35,0,0,FALSE,Success
CUST1755,Subscription,Current,2025-07-20,5,74.79,160.41,1,0,TRUE,Fail
CUST5585,Credit Card,Current,2025-07-10,27,69.89,67.23,1,3,FALSE,Fail
CUST3360,Insurance,Salary,2025-07-22,12,40.75,51.07,1,0,FALSE,Fail
CUST4198,Utility,Current,2025-07-21,27,49.7,62.94,1,0,FALSE,Fail
CUST6103,Subscription,Savings,2025-07-03,4,120.4,171.94,0,3,FALSE,Fail
CUST7090,Subscription,Current,2025-07-15,15,111.63,160.73,0,0,FALSE,Success
CUST2644,Insurance,Current,2025-07-14,27,109.42,114.21,1,1,FALSE,Fail
CUST7553,Subscription,Salary,2025-07-22,3,37.4,74.83,1,0,FALSE,Fail
CUST9181,Credit Card,Salary,2025-07-13,20,79.23,10.81,1,0,TRUE,Fail
CUST4115,Utility,Savings,2025-07-16,9,105.99,116.24,1,1,FALSE,Fail
CUST8862,Subscription,Salary,2025-07-26,5,69.24,158.76,1,1,TRUE,Fail
CUST8173,Subscription,Current,2025-07-06,16,81.17,82.25,1,1,TRUE,Fail
CUST5789,Credit Card,Salary,2025-07-19,7,102.01,160.92,0,0,TRUE,Success
CUST3090,Subscription,Savings,2025-07-05,11,45.05,80.14,1,3,TRUE,Fail
CUST6939,Insurance,Salary,2025-07-01,26,72.0,81.82,0,0,FALSE,Success
CUST6808,Subscription,Savings,2025-07-09,3,85.65,94.59,0,0,FALSE,Success
CUST2371,Subscription,Current,2025-07-27,2,102.41,82.25,1,1,TRUE,Fail
CUST5939,Insurance,Savings,2025-07-22,13,74.36,57.0,1,0,FALSE,Fail
CUST6582,Subscription,Current,2025-07-10,14,78.05,41.5,0,1,FALSE,Fail
CUST9531,Subscription,Current,2025-07-17,1,82.41,106.78,0,2,FALSE,Success
CUST7996,Subscription,Current,2025-07-01,2,28.12,21.67,0,2,FALSE,Fail
CUST5010,Utility,Savings,2025-07-27,19,41.69,90.04,1,1,TRUE,Fail
CUST1388,Subscription,Savings,2025-07-28,12,77.4,114.8,0,0,FALSE,Success
CUST1024,Subscription,Salary,2025-07-07,6,52.96,32.45,0,2,FALSE,Fail
CUST8566,Credit Card,Savings,2025-07-05,27,66.13,93.75,1,2,TRUE,Fail
CUST8109,Subscription,Savings,2025-07-23,26,42.84,-83.23,1,0,FALSE,Fail
CUST2698,Insurance,Salary,2025-07-09,6,61.55,182.05,1,1,FALSE,Fail
CUST5073,Loan EMI,Current,2025-07-01,15,53.68,77.37,0,2,FALSE,Success
CUST9038,Utility,Savings,2025-07-12,3,55.62,35.66,1,0,TRUE,Fail
CUST6746,Loan EMI,Salary,2025-07-17,25,109.86,91.44,1,1,FALSE,Fail
CUST4675,Utility,Current,2025-07-11,25,64.19,109.76,0,2,FALSE,Success
CUST7821,Insurance,Salary,2025-07-10,13,101.49,117.6,1,1,FALSE,Fail
CUST5280,Subscription,Salary,2025-07-10,22,83.96,66.37,1,1,FALSE,Fail
CUST6973,Loan EMI,Salary,2025-07-09,5,78.4,26.49,1,0,FALSE,Fail
CUST1376,Insurance,Current,2025-07-15,3,85.88,174.3,0,2,FALSE,Success
CUST5495,Loan EMI,Salary,2025-07-09,28,77.04,139.68,0,0,FALSE,Success
CUST3453,Credit Card,Salary,2025-07-17,27,104.48,157.3,1,0,FALSE,Fail
CUST9958,Insurance,Savings,2025-07-10,13,64.96,64.78,1,0,FALSE,Fail
CUST8127,Subscription,Savings,2025-07-28,23,83.94,141.99,1,0,FALSE,Fail
CUST1792,Subscription,Savings,2025-07-27,16,136.88,103.5,1,0,TRUE,Fail
CUST9093,Insurance,Salary,2025-07-04,21,80.75,112.81,1,2,FALSE,Fail
CUST9998,Utility,Current,2025-07-11,23,43.13,84.55,0,2,FALSE,Success
CUST8883,Utility,Salary,2025-07-09,12,75.98,82.63,0,2,FALSE,Success
CUST9830,Loan EMI,Salary,2025-07-12,8,80.83,83.17,1,0,TRUE,Fail
CUST9198,Loan EMI,Salary,2025-07-16,17,83.13,118.34,1,2,FALSE,Fail
CUST5192,Insurance,Salary,2025-07-20,4,114.51,128.61,0,1,TRUE,Success
CUST3941,Subscription,Current,2025-07-13,1,113.91,132.77,1,0,TRUE,Fail
CUST2669,Subscription,Savings,2025-07-02,17,91.37,69.38,1,1,FALSE,Fail
CUST4957,Insurance,Salary,2025-07-10,12,58.04,57.5,1,0,FALSE,Fail
CUST1531,Subscription,Savings,2025-07-18,26,123.46,127.34,1,2,FALSE,Fail
CUST3136,Loan EMI,Current,2025-07-03,23,71.91,153.17,1,2,FALSE,Fail
CUST8523,Loan EMI,Salary,2025-07-09,22,39.63,119.01,0,1,FALSE,Success
CUST7768,Credit Card,Current,2025-07-19,26,83.5,90.55,0,0,TRUE,Success
CUST8255,Utility,Current,2025-07-11,25,59.72,118.6,1,2,FALSE,Fail
CUST8535,Insurance,Current,2025-07-23,19,44.99,31.1,0,0,FALSE,Fail
CUST6628,Insurance,Salary,2025-07-03,4,105.86,60.02,1,4,FALSE,Fail
CUST1724,Subscription,Savings,2025-07-04,8,87.29,95.23,1,2,FALSE,Fail
CUST1767,Utility,Savings,2025-07-11,23,23.85,-70.0,0,2,FALSE,Fail
CUST8967,Loan EMI,Savings,2025-07-13,14,58.94,74.41,1,2,TRUE,Fail
CUST7842,Insurance,Salary,2025-07-23,25,61.94,119.47,0,3,FALSE,Fail
CUST7679,Credit Card,Savings,2025-07-25,16,101.66,95.32,1,0,FALSE,Fail
CUST7749,Subscription,Current,2025-07-26,22,86.02,197.93,0,0,TRUE,Success
CUST5857,Subscription,Current,2025-07-14,24,18.44,23.63,0,1,FALSE,Success
CUST5557,Subscription,Savings,2025-07-07,20,106.5,83.3,1,0,FALSE,Fail
CUST4298,Utility,Savings,2025-07-10,15,103.51,209.04,0,1,FALSE,Success
CUST6379,Utility,Salary,2025-07-24,7,71.87,83.43,1,1,FALSE,Fail
CUST4151,Insurance,Savings,2025-07-04,9,77.1,155.19,1,0,FALSE,Fail
CUST5069,Credit Card,Savings,2025-07-13,19,85.43,163.61,0,0,TRUE,Success
CUST7191,Insurance,Savings,2025-07-23,24,104.26,149.31,1,2,FALSE,Fail
CUST6085,Credit Card,Savings,2025-07-09,28,20.7,6.3,0,1,FALSE,Fail
CUST2244,Subscription,Current,2025-07-03,8,101.57,133.07,0,1,FALSE,Success
CUST6071,Insurance,Savings,2025-07-24,4,111.65,219.13,0,1,FALSE,Success
CUST2185,Utility,Savings,2025-07-23,4,46.04,67.55,0,1,FALSE,Success
CUST6409,Loan EMI,Salary,2025-07-15,13,87.73,114.9,1,2,FALSE,Fail
CUST2760,Utility,Current,2025-07-02,14,56.32,86.05,0,0,FALSE,Success
CUST7875,Utility,Current,2025-07-26,2,61.81,-28.58,1,0,TRUE,Fail
CUST6771,Utility,Salary,2025-07-26,9,62.12,47.5,1,1,TRUE,Fail
CUST4670,Loan EMI,Savings,2025-07-26,6,32.81,48.65,1,1,TRUE,Fail
CUST8291,Insurance,Salary,2025-07-12,13,77.47,24.59,1,0,TRUE,Fail
CUST5298,Subscription,Current,2025-07-18,20,107.53,98.65,1,1,FALSE,Fail
CUST8722,Utility,Savings,2025-07-28,24,86.32,97.3,1,1,FALSE,Fail
CUST3446,Loan EMI,Salary,2025-07-27,3,48.41,81.84,1,0,TRUE,Fail
CUST7978,Credit Card,Savings,2025-07-09,25,107.28,128.35,0,1,FALSE,Success
